"Station Name","CHARLOTTETOWN A"
"Province","PRINCE EDWARD ISLAND"
"Latitude","46.29"
"Longitude","-63.13"
"Elevation","48.80"
"Climate Identifier","8300300"
"WMO Identifier","71706"
"TC Identifier","YYG"

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1978-06","1978","06","19.8","","9.8","","14.8","","27.2","","1.5","","110.0","","0.0","","110.0","","0","","29","","56","E"
"1978-07","1978","07","23.0","","13.1","","18.1","","29.9","","5.4","","84.3","","0.0","","84.3","","0","","35","","48","E"
"1978-08","1978","08","23.4","","13.3","","18.4","","29.3","","6.2","","23.5","","0.0","","23.5","","0","","17","","52","B"
"1978-09","1978","09","15.6","","6.9","","11.3","","24.6","","1.1","","81.2","","0.0","","81.2","","0","","24","S","56","B"
"1978-10","1978","10","11.5","","3.8","","7.7","","19.4","","-2.4","","188.5","","2.0","","190.5","","0","","15","","78","E"
"1978-11","1978","11","4.7","","-3.8","","0.5","","14.4","","-14.9","","26.5","","23.4","","49.4","","10","","21","","85","E"
"1978-12","1978","12","-1.0","","-9.2","","-5.1","","6.8","","-18.6","","16.2","","81.7","","92.1","","34","","29","","83","E"
"1979-01","1979","01","-1.3","","-8.9","","-5.1","","11.6","","-20.8","","101.8","","30.9","","130.9","","0","T","28","S","74","B"
"1979-02","1979","02","-6.4","","-12.8","","-9.6","","7.7","","-23.9","S","51.6","","36.1","","89.9","","4","","31","","83","E"
"1979-03","1979","03","3.8","","-4.9","","-0.6","","15.1","","-17.2","","72.5","","28.0","","105.9","","0","T","5","","93","E"
"1979-04","1979","04","7.2","","-0.5","","3.4","","21.2","","-4.6","","18.8","","36.0","","59.9","","0","","24","","65","E"
"1979-05","1979","05","15.9","","6.4","","11.2","","22.5","","0.1","","141.8","","0.0","T","141.8","","0","","31","","59","E"
"1979-06","1979","06","20.8","","10.5","","15.7","","29.8","","5.7","","19.3","","0.0","","19.3","","0","","23","S","56","B"
"1979-07","1979","07","23.7","","14.2","","19.0","","28.8","","7.3","","227.9","","0.0","","227.9","","0","","34","","70","E"
"1979-08","1979","08","21.2","","13.4","","17.3","","28.4","","7.8","","","M","","M","","M","0","","23","","56","E"
"1979-09","1979","09","18.0","","8.4","","13.2","","23.8","","3.8","","111.1","","0.0","","111.1","","0","","27","","74","E"
"1979-10","1979","10","12.0","E","5.3","E","8.7","E","21.0","E","0.0","E","170.0","E","2.5","E","172.5","E","","M","22","","65","B"
"1979-11","1979","11","8.0","E","1.7","E","4.9","E","17.0","E","-5.3","","140.5","E","5.4","E","145.9","E","0","","26","","74","E"
"1979-12","1979","12","0.2","","-6.8","","-3.3","","12.0","","-17.8","","119.2","","55.9","","165.2","","11","","26","","100","E"
"1980-01","1980","01","-3.1","","-11.5","","-7.3","","9.4","","-18.2","","18.0","","26.3","","40.5","","6","","19","","93","E"
"1980-02","1980","02","-4.5","","-12.8","","-8.7","","3.1","","-17.8","","0.4","","42.6","","37.9","","20","","33","","78","E"
"1980-03","1980","03","0.0","","-8.1","","-4.1","","6.4","","-19.8","","26.4","","38.4","","66.8","","5","","12","","96","E"
"1980-04","1980","04","9.0","","-0.5","","4.3","","16.2","","-5.5","","84.3","","0.2","","84.5","","0","","13","S","65","B"
"1980-05","1980","05","12.2","","3.1","","7.7","","21.4","","0.0","S","55.2","","0.0","","55.2","","0","","13","S","56","B"
"1980-06","1980","06","18.9","","8.7","","13.8","","30.1","","4.3","","94.0","","0.0","","94.0","","0","","23","S","65","B"
"1980-07","1980","07","21.7","","13.3","","17.5","","27.2","","7.9","","116.4","","0.0","","116.4","","0","","35","","65","E"
"1980-08","1980","08","22.6","","13.7","","18.2","","28.6","","9.8","","96.3","","0.0","","96.3","","0","","2","","87","E"
"1980-09","1980","09","16.8","","8.3","","12.6","","25.2","","0.8","","139.3","","0.0","","139.3","","0","","26","","83","E"
"1980-10","1980","10","10.8","","3.9","","7.4","","22.2","","-1.1","","55.6","","0.0","T","56.0","","0","","14","","89","E"
"1980-11","1980","11","4.4","","-1.0","","1.7","","11.8","S","-6.9","","97.2","","46.7","","147.7","","3","","33","","111","E"
"1980-12","1980","12","-2.6","","-12.3","","-7.5","","9.2","","-28.1","","84.3","","75.6","","158.5","","11","","29","","83","B"
"1981-01","1981","01","-5.0","","-14.6","","-9.8","","7.1","","-29.5","","17.4","","85.4","","95.1","","36","","22","","93","E"
"1981-02","1981","02","2.6","","-6.8","","-2.1","","11.9","","-17.5","","14.2","","13.5","","26.2","","0","T","25","","78","E"
"1981-03","1981","03","2.7","","-3.6","","-0.5","","8.3","","-9.4","","38.8","","31.6","","69.7","","0","T","4","","102","E"
"1981-04","1981","04","8.4","","-0.4","","4.0","","19.2","","-9.6","","90.9","","25.3","","118.2","","0","","30","","72","E"
"1981-05","1981","05","15.5","","6.1","","10.8","","24.4","","0.0","","84.7","","0.0","T","84.7","","0","","5","","74","E"
"1981-06","1981","06","19.3","","10.0","","14.7","","25.2","","6.1","","197.7","","0.0","","197.7","","0","","35","","70","E"
"1981-07","1981","07","22.9","","13.2","","18.1","","28.3","","9.0","","111.9","","0.0","","111.9","","0","","32","","52","E"
"1981-08","1981","08","22.3","","13.0","","17.7","","27.7","","7.6","","31.3","","0.0","","31.3","","0","","17","","52","E"
"1981-09","1981","09","17.5","","9.6","","13.6","","24.7","","3.2","","122.5","","0.0","","122.5","","0","","21","","65","E"
"1981-10","1981","10","12.0","","4.4","","8.2","","18.2","","-3.1","","210.8","","0.0","T","210.8","","0","","1","","65","E"
"1981-11","1981","11","6.3","","0.8","","3.6","","14.5","","-5.3","","174.1","","12.9","","186.6","","7","","1","","70","E"
"1981-12","1981","12","2.4","","-2.8","","-0.2","","13.0","","-10.0","","109.6","","45.9","","152.5","","29","","27","","89","E"
"1982-01","1982","01","-5.4","","-15.2","","-10.3","","6.9","","-30.5","","32.1","","138.5","","169.1","","58","","2","","120","E"
"1982-02","1982","02","-4.3","","-12.5","","-8.4","","7.3","S","-19.5","","42.5","","66.5","","105.0","","54","","28","","78","E"
"1982-03","1982","03","0.1","","-8.2","","-4.1","","9.0","","-20.5","","33.0","","22.2","","54.6","","4","","17","S","74","B"
"1982-04","1982","04","7.0","","-1.7","","2.7","","21.1","","-8.7","","78.6","","31.9","","121.1","","12","","14","","78","E"
"1982-05","1982","05","12.8","","3.4","","8.1","","26.6","","0.0","S","59.5","","0.0","T","59.5","","0","","1","S","56","B"
"1982-06","1982","06","17.9","","8.9","","13.4","","23.4","","4.7","","116.1","","0.0","","116.1","","0","","3","","52","E"
"1982-07","1982","07","23.9","","14.1","","19.0","","30.6","","8.2","","94.1","","0.0","","94.1","","0","","12","","59","E"
"1982-08","1982","08","20.4","","12.2","","16.3","","27.2","","6.2","","102.6","","0.0","","102.6","","0","","16","S","56","B"
"1982-09","1982","09","17.9","","9.7","","13.8","","26.0","","4.8","","105.9","","0.0","","105.9","","0","","35","","65","E"
"1982-10","1982","10","12.0","","3.9","","8.0","","19.7","","-0.7","","67.6","","4.0","","73.2","","0","","1","","83","E"
"1982-11","1982","11","7.7","","-0.2","","3.8","","21.3","","-13.5","","70.6","","44.9","","117.1","","6","","35","","115","E"
"1982-12","1982","12","2.6","","-5.6","","-1.5","","14.4","","-20.5","","70.3","","53.8","","118.4","","0","","25","","93","E"
"1983-01","1983","01","-1.6","","-9.0","","-5.3","","10.3","","-19.8","","42.9","","45.9","","82.0","","1","","11","","93","E"
"1983-02","1983","02","-2.4","","-10.3","","-6.4","","9.7","","-17.4","","9.6","","75.4","","76.5","","41","","16","S","83","B"
"1983-03","1983","03","2.1","","-4.1","","-1.0","","12.7","","-12.0","","54.9","","24.3","","80.0","","1","","34","","96","E"
"1983-04","1983","04","9.2","","1.4","","5.3","","22.9","","-6.1","","103.5","","6.3","","109.8","","0","","13","","93","E"
"1983-05","1983","05","13.9","","5.2","","9.6","","19.4","","-0.3","","194.1","","3.7","","197.8","","0","","25","","65","E"
"1983-06","1983","06","20.1","","10.3","","15.2","","28.5","S","6.4","","38.0","","0.0","","38.0","","0","","27","","56","E"
"1983-07","1983","07","22.0","","13.5","","17.8","","30.1","","8.9","S","101.7","","0.0","","101.7","","0","","5","","78","E"
"1983-08","1983","08","21.8","","13.6","","17.7","","28.6","","8.0","","79.7","","0.0","","79.7","","0","","30","","93","E"
"1983-09","1983","09","19.7","","11.0","","15.4","","28.7","","5.5","","78.5","","0.0","","78.5","","0","","27","S","56","B"
"1983-10","1983","10","12.8","","5.0","","8.9","","22.2","","-1.5","","65.5","","4.9","","70.4","","0","T","4","","74","E"
"1983-11","1983","11","7.1","","0.8","","4.0","","16.3","","-3.5","","122.5","","5.3","","127.8","","0","","25","","113","E"
"1983-12","1983","12","0.3","","-7.8","","-3.8","","11.7","","-20.4","","80.2","","55.1","","127.2","","8","","13","","93","E"
"1984-01","1984","01","-3.6","","-12.0","","-7.8","","5.0","","-24.0","","30.9","","68.6","","94.2","","22","","9","","83","E"
"1984-02","1984","02","0.3","","-7.6","","-3.7","","8.4","","-22.2","","69.7","","35.2","","100.6","","12","","31","","102","E"
"1984-03","1984","03","-0.5","","-7.2","","-3.9","","13.8","","-19.0","","75.9","","56.9","","129.2","","12","","4","","85","E"
"1984-04","1984","04","6.1","","-1.7","","2.2","","16.8","","-6.6","","108.0","","39.2","","146.6","","0","T","15","S","83","B"
"1984-05","1984","05","14.4","","5.5","","10.0","","24.1","","-1.4","","136.5","","0.0","T","136.5","","0","","25","","65","E"
"1984-06","1984","06","18.4","","9.5","","14.0","","29.8","","3.3","","124.8","","0.0","","124.8","","0","","34","","74","E"
"1984-07","1984","07","24.5","","15.0","","19.8","","27.5","","11.5","","51.4","","0.0","","51.4","","0","","28","","56","E"
"1984-08","1984","08","24.4","","16.1","","20.3","","29.9","","9.6","","172.7","","0.0","","172.7","","0","","36","","52","E"
"1984-09","1984","09","17.3","","8.5","","12.9","","23.4","","3.0","","143.6","","0.0","","143.6","","0","","24","","74","E"
"1984-10","1984","10","11.3","","3.4","","7.4","","16.4","","-4.5","","62.9","","0.2","","63.1","","0","","36","","48","E"
"1984-11","1984","11","6.5","","-0.6","","3.0","","17.8","","-7.1","","42.3","","17.2","","60.0","","0","","33","","65","B"
"1984-12","1984","12","1.7","","-7.3","","-2.8","","8.1","","-22.2","","46.4","","33.6","","75.3","","1","","30","S","74","B"
"1985-01","1985","01","-7.0","","-15.0","","-11.0","","0.8","","-20.1","","1.4","","74.9","","69.8","","36","","31","","93","E"
"1985-02","1985","02","-3.2","","-12.2","","-7.7","","5.5","","-26.7","","19.1","","50.5","","62.4","","26","","34","","74","E"
"1985-03","1985","03","-0.5","","-8.8","","-4.7","","5.1","","-19.5","","27.1","","40.0","","62.9","","6","","27","","74","E"
"1985-04","1985","04","4.9","","-3.0","","1.0","","16.4","","-8.8","","15.4","","24.9","","39.2","","0","T","20","","74","E"
"1985-05","1985","05","13.1","","3.4","","8.3","","23.9","","-1.9","","90.3","","32.7","","125.0","","0","","33","","59","E"
"1985-06","1985","06","17.4","","9.5","","13.5","","23.0","","5.5","","167.8","","0.0","","167.8","","0","","30","S","56","B"
"1985-07","1985","07","24.6","","14.7","","19.7","","29.2","S","11.3","","21.9","","0.0","","21.9","","0","","17","","56","E"
"1985-08","1985","08","22.2","","13.2","","17.7","","29.7","","8.8","","105.3","","0.0","","105.3","","0","","32","","46","E"
"1985-09","1985","09","19.2","","9.7","","14.5","","27.6","","4.8","","27.0","","0.0","","27.0","","0","","18","","70","E"
"1985-10","1985","10","11.6","","3.7","","7.7","","20.4","","-2.0","","73.6","","8.8","","86.9","","0","","29","S","65","B"
"1985-11","1985","11","4.0","","-1.6","","1.2","","12.6","","-10.0","","81.7","","23.5","","105.4","","1","","32","","65","E"
"1985-12","1985","12","-2.0","","-11.7","","-6.9","","10.4","","-23.2","","18.7","","64.9","","74.4","","13","","27","","74","E"
"1986-01","1986","01","-1.2","","-11.5","","-6.4","","12.4","","-25.2","","43.4","","53.4","","95.9","","7","","31","","102","E"
"1986-02","1986","02","-4.8","","-12.3","","-8.6","","2.2","","-18.9","","1.6","","68.9","","67.1","","30","","31","S","65","B"
"1986-03","1986","03","0.5","","-9.7","","-4.6","","12.2","","-19.8","","39.4","","64.0","","110.6","","6","","29","S","65","B"
"1986-04","1986","04","8.5","","-0.2","","4.2","","18.0","","-8.0","S","106.4","","11.4","","120.0","","0","","33","","65","E"
"1986-05","1986","05","14.3","","4.0","","9.2","","26.4","","-3.0","","69.1","","0.0","T","69.1","","0","","4","","65","E"
"1986-06","1986","06","18.5","","8.2","","13.4","","26.8","","2.6","","73.8","","0.0","","73.8","","0","","23","","65","E"
"1986-07","1986","07","20.6","","12.1","","16.4","","28.6","","6.4","","137.3","","0.0","","137.3","","0","","22","","46","E"
"1986-08","1986","08","21.1","","13.5","","17.3","","27.4","","6.3","S","68.9","","0.0","","68.9","","0","","18","","56","E"
"1986-09","1986","09","15.8","","7.3","","11.6","","22.6","","2.2","","86.2","","0.0","","86.2","","0","","34","","56","E"
"1986-10","1986","10","10.6","","2.7","","6.7","","16.8","","-3.4","","60.8","","1.0","","61.8","","0","","22","","56","E"
"1986-11","1986","11","4.1","","-3.9","","0.1","","14.4","","-11.9","","80.8","","22.8","","107.0","","0","","33","","89","E"
"1986-12","1986","12","-0.5","","-9.3","","-4.9","","10.0","","-18.5","","23.0","","41.3","","57.7","","2","","2","","83","E"
"1987-01","1987","01","-4.2","","-12.0","","-8.1","","4.3","","-21.1","","7.9","","93.6","","96.0","","29","","12","","93","E"
"1987-02","1987","02","-5.2","","-12.8","","-9.0","","3.8","","-22.7","","0.0","T","77.9","","75.5","","58","","3","","93","E"
"1987-03","1987","03","-0.6","","-8.6","","-4.6","","10.1","","-20.0","","11.6","","59.3","","74.7","","20","","2","","59","E"
"1987-04","1987","04","8.8","","-0.4","","4.2","","20.7","","-6.1","","59.1","","11.6","","70.9","","0","","18","","74","E"
"1987-05","1987","05","14.8","","3.2","","9.0","","23.1","","-2.2","","44.2","","0.0","T","44.2","","0","","23","S","65","S"
"1987-06","1987","06","18.6","","8.9","","13.8","","23.7","","1.5","","141.1","","0.0","","141.1","","0","","29","","52","E"
"1987-07","1987","07","24.0","","14.1","","19.1","","28.9","","9.8","","8.9","","0.0","","8.9","","0","","17","","56","E"
"1987-08","1987","08","22.6","","12.1","","17.4","","32.1","","5.4","","49.8","","0.0","","49.8","","0","","24","","48","E"
"1987-09","1987","09","17.6","","10.3","","14.0","","25.7","","2.1","","174.3","","0.0","T","174.3","","0","","14","S","46","B"
"1987-10","1987","10","13.0","","4.3","","8.7","","20.0","","-1.2","","138.4","","0.0","T","138.4","","0","","32","","61","E"
"1987-11","1987","11","4.3","","-1.8","","1.3","","13.8","","-6.5","","109.8","","23.7","","138.8","","0","T","3","","83","E"
"1987-12","1987","12","-1.2","","-6.9","","-4.1","","11.8","","-17.1","","28.8","","151.7","","174.9","","85","","34","","78","E"
"1988-01","1988","01","-2.9","","-12.0","","-7.5","","7.3","","-23.8","","29.4","","47.3","","76.0","","25","","26","","70","E"
"1988-02","1988","02","-2.4","","-13.6","","-8.0","","8.5","","-24.9","","47.4","","81.1","","126.6","","19","","11","","107","E"
"1988-03","1988","03","0.6","","-7.5","","-3.5","","11.6","","-18.4","","11.4","","62.6","","70.8","","10","","27","","65","E"
"1988-04","1988","04","5.3","","-1.1","","2.1","","11.6","","-4.9","","64.8","","45.4","","113.0","","0","T","2","","74","E"
"1988-05","1988","05","15.7","","5.0","","10.4","","25.3","","0.1","","124.2","","2.6","","126.8","","0","","36","","74","E"
"1988-06","1988","06","17.4","","7.9","","12.7","","30.7","","2.0","","95.4","","0.0","","95.4","","0","","3","","52","E"
"1988-07","1988","07","23.2","","14.4","","18.8","","29.0","S","8.1","","79.5","","0.0","","79.5","","0","","11","","46","E"
"1988-08","1988","08","22.6","","14.3","","18.5","","28.5","","5.0","","115.4","","0.0","","115.4","","0","","16","","46","E"
"1988-09","1988","09","16.5","","8.4","","12.5","","22.4","","3.3","","92.6","","0.0","","92.6","","0","","15","S","56","B"
"1988-10","1988","10","11.0","","3.1","","7.1","","22.3","","-4.1","","171.6","","0.0","T","171.6","","0","","22","","65","E"
"1988-11","1988","11","6.9","","0.2","","3.6","","16.7","","-7.4","S","98.6","","8.2","","112.1","","0","","36","","89","E"
"1988-12","1988","12","-1.5","","-9.7","","-5.6","","7.5","","-18.1","","12.6","","83.0","","73.8","","12","","30","","65","E"
"1989-01","1989","01","-2.1","","-12.7","","-7.4","","5.7","","-19.1","S","24.9","","67.8","","83.9","","23","","31","","102","E"
"1989-02","1989","02","-4.5","","-13.9","","-9.2","","7.7","","-23.6","","40.2","","87.6","","116.2","","23","","4","","70","E"
"1989-03","1989","03","-0.9","","-10.8","","-5.9","","9.9","","-23.2","","25.0","","69.6","","93.6","","24","","17","S","59","B"
"1989-04","1989","04","7.0","","-1.1","","3.0","","15.7","","-4.4","","53.2","","36.6","","87.4","","0","T","21","","70","E"
"1989-05","1989","05","18.1","","7.1","","12.6","","24.4","","1.6","","128.0","","0.0","","128.0","","0","","15","S","56","B"
"1989-06","1989","06","18.7","","10.0","","14.4","","27.2","","4.0","","76.2","","0.0","","76.2","","0","","36","","48","E"
"1989-07","1989","07","22.7","","12.5","","17.6","","30.6","","6.8","","85.0","","0.0","","85.0","","0","","19","","56","E"
"1989-08","1989","08","22.9","","13.6","","18.3","","27.6","","2.0","","68.6","","0.0","","68.6","","0","","29","","56","E"
"1989-09","1989","09","19.0","","9.3","","14.2","","26.0","","1.8","","93.8","","0.4","","94.2","","0","","27","","70","E"
"1989-10","1989","10","11.8","","2.8","","7.3","","19.1","","-3.3","","72.3","","2.2","","74.5","","0","","15","","81","E"
"1989-11","1989","11","5.3","","-3.0","","1.2","","17.0","S","-15.0","","113.8","","60.6","","171.4","","17","","32","S","74","B"
"1989-12","1989","12","-7.1","","-15.8","","-11.5","","2.7","","-24.6","","10.0","","67.0","","74.2","","24","","12","","80","E"
"1990-01","1990","01","-0.9","","-10.1","","-5.5","","8.9","","-20.1","","61.6","","81.4","","133.5","","22","","29","","80","E"
"1990-02","1990","02","-4.0","","-14.5","","-9.3","","7.3","","-24.2","","35.8","","50.0","","89.2","","33","","31","","83","E"
"1990-03","1990","03","0.2","","-8.3","","-4.1","","11.0","","-21.1","","31.9","","25.9","","56.0","","0","T","18","","74","E"
"1990-04","1990","04","7.2","","-0.7","","3.3","","19.0","","-5.8","","97.5","","21.4","","118.5","","0","","1","","59","E"
"1990-05","1990","05","11.4","","2.8","","7.1","","24.1","","-1.7","","195.2","","22.6","","217.8","","0","","32","","74","E"
"1990-06","1990","06","21.2","","10.9","","16.1","","27.0","","1.1","","78.3","","0.0","","78.3","","0","","24","","70","E"
"1990-07","1990","07","24.0","","14.1","","19.1","","29.6","","6.8","","65.0","","0.0","","65.0","","0","","29","","65","E"
"1990-08","1990","08","24.7","","15.7","","20.2","","29.7","","9.1","","161.2","","0.0","","161.2","","0","","35","","65","E"
"1990-09","1990","09","18.0","","8.6","","13.3","","24.3","","1.7","","118.0","","0.0","","118.0","","0","","35","","65","E"
"1990-10","1990","10","13.3","","6.1","","9.7","","22.2","","0.2","","149.8","","1.6","","151.4","","0","","22","","85","E"
"1990-11","1990","11","5.6","","-0.8","","2.4","","12.9","","-6.0","","123.0","","6.2","","131.0","","0","","22","","89","E"
"1990-12","1990","12","2.8","","-6.2","","-1.7","","14.5","","-16.1","","226.4","","38.4","","259.4","","2","","14","S","93","B"
"1991-01","1991","01","-5.4","","-16.2","","-10.8","","4.0","","-24.7","","31.4","","87.6","","121.4","","36","","32","E","83","E"
"1991-02","1991","02","-2.0","","-12.4","","-7.2","","8.1","","-22.5","","23.4","","24.0","","48.6","","13","","31","B","67","B"
"1991-03","1991","03","2.6","","-5.0","","-1.2","","9.6","","-11.3","","29.2","","29.8","","61.6","","6","","36","E","96","E"
"1991-04","1991","04","6.9","","-2.3","","2.3","","17.4","","-8.1","","30.6","","20.8","","50.0","","0","","10","E","70","E"
"1991-05","1991","05","14.6","","3.7","","9.2","","24.3","","-3.3","","77.0","","0.0","T","77.0","","0","","5","B","67","B"
"1991-06","1991","06","19.8","","8.7","","14.3","","28.3","","1.3","","33.4","","0.0","","33.4","","0","","35","E","70","E"
"1991-07","1991","07","24.1","","13.2","","18.7","","31.6","","5.2","","63.0","","0.0","","63.0","","0","","20","E","52","E"
"1991-08","1991","08","22.6","","13.5","","18.1","","28.7","S","6.3","","209.6","","0.0","","209.6","","0","","22","E","67","E"
"1991-09","1991","09","17.2","","9.0","","13.1","","25.2","","2.6","","143.8","","0.0","","143.8","","0","","19","E","70","E"
"1991-10","1991","10","13.2","","6.1","","9.7","","20.6","","0.2","","107.4","","1.0","","108.4","","0","","3","B","93","B"
"1991-11","1991","11","7.6","","0.8","","4.2","","17.3","","-6.5","","126.4","","6.4","","132.6","","0","","6","E","69","E"
"1991-12","1991","12","-0.8","","-9.4","","-5.1","","10.6","","-17.8","","19.4","","115.0","","109.6","","30","","27","B","74","B"
"1992-01","1992","01","-4.4","","-12.7","","-8.5","","9.4","","-21.8","","62.2","","37.0","","96.0","","1","","5","E","74","E"
"1992-02","1992","02","-3.8","","-13.2","","-8.5","","4.4","","-22.8","","19.4","","154.6","","176.0","","72","","3","E","111","E"
"1992-03","1992","03","-1.6","","-10.3","","-6.0","","7.7","","-22.9","","56.6","","21.8","","81.2","","5","","28","E","83","E"
"1992-04","1992","04","5.1","","-2.7","","1.2","","17.0","","-10.0","","28.0","","20.2","","50.6","","0","T","36","E","78","E"
"1992-05","1992","05","14.7","","3.1","","8.9","","28.8","","-3.1","","50.4","","9.4","","58.6","","0","","26","E","48","E"
"1992-06","1992","06","19.3","","9.1","","14.2","","25.8","","-0.5","","81.4","","0.0","","81.4","","0","","32","E","52","E"
"1992-07","1992","07","20.1","","11.5","","15.9","","26.9","","7.5","","162.2","","0.0","","162.2","","0","","1","E","52","E"
"1992-08","1992","08","22.8","","14.1","","18.5","","27.5","","9.7","","160.4","","0.0","","160.4","","0","","33","B","59","B"
"1992-09","1992","09","19.5","","10.4","","15.0","","23.7","","2.5","","31.8","","0.0","","31.8","","0","","28","E","52","E"
"1992-10","1992","10","11.5","","3.5","","7.5","","19.4","","-3.3","","146.4","","0.0","T","146.4","","0","","1","E","78","E"
"1992-11","1992","11","4.0","","-2.2","","1.0","","14.2","","-8.8","","63.8","","30.4","","85.8","","0","","18","E","69","E"
"1992-12","1992","12","-0.3","","-7.1","","-3.7","","7.3","S","-17.5","S","32.8","","101.0","","124.8","","21","","29","I","83","I"
"1993-01","1993","01","-5.0","","-13.7","","-9.4","","8.3","","-29.3","","40.4","","59.6","","89.4","","30","","17","S","63","S"
"1993-02","1993","02","-7.1","","-17.6","","-12.4","","7.0","","-29.8","","32.4","","56.8","","83.6","","15","","32","I","219","I"
"1993-03","1993","03","0.0","","-10.1","","-5.0","","14.8","","-18.9","","15.2","","114.6","","128.6","","13","","3","","85",""
"1993-04","1993","04","7.0","","-1.4","","2.8","","19.3","","-9.6","","68.6","","33.4","","102.0","","0","T","1","I","65","I"
"1993-05","1993","05","12.9","","3.2","","8.0","","21.8","","-4.4","","102.4","","0.4","","103.2","","0","","24","I","56","I"
"1993-06","1993","06","18.4","","9.0","","13.7","","27.6","","2.0","","99.6","","0.0","","99.6","","0","","36","I","74","I"
"1993-07","1993","07","20.3","","12.1","","16.2","","26.8","","6.4","","89.8","","0.0","","89.8","","0","","36","I","63","I"
"1993-08","1993","08","22.8","","13.7","","18.3","","27.5","","7.5","","28.4","","0.0","","28.4","","0","","32","","44",""
"1993-09","1993","09","18.7","","8.8","","13.7","","23.6","","2.9","S","69.6","","0.0","","69.6","","0","","18","I","59","I"
"1993-10","1993","10","10.7","","1.3","","6.0","","19.9","","-4.4","","159.5","","2.0","","161.9","","0","","28","","95",""
"1993-11","1993","11","6.0","","-2.0","","2.0","","14.7","","-10.3","","80.2","","14.4","","92.8","","0","","16","I","72","I"
"1993-12","1993","12","0.7","","-6.6","","-3.0","","12.6","S","-23.7","","94.2","","69.2","","140.2","","22","","15","","91",""
"1994-01","1994","01","-6.0","","-18.2","","-12.1","","7.3","","-29.0","","24.6","","111.8","","115.6","","14","","18","","83","E"
"1994-02","1994","02","-5.4","","-15.5","","-10.5","","10.3","","-24.6","S","0.0","T","77.8","","55.4","","10","","34","","67","E"
"1994-03","1994","03","0.9","","-6.1","","-2.6","","8.3","","-19.6","","94.6","","63.8","","154.9","","2","","9","","83","E"
"1994-04","1994","04","9.9","","-1.4","","4.2","","22.5","","-10.9","","88.2","","3.0","","91.0","","0","","18","","65","B"
"1994-05","1994","05","12.7","","3.3","","8.1","","23.3","","-1.2","","124.8","","1.8","","127.2","","0","","13","","65",""
"1994-06","1994","06","21.0","","9.9","","15.5","","27.6","","1.2","","129.4","","0.0","","129.4","","0","","17","","57","E"
"1994-07","1994","07","24.7","","15.8","","20.3","","29.2","","8.9","","36.4","","0.0","","36.4","","0","","24","","50","E"
"1994-08","1994","08","22.9","","12.9","","17.9","","28.9","","6.2","","45.8","","0.0","","45.8","","0","","22","I","52","I"
"1994-09","1994","09","17.5","","8.4","","13.0","","22.3","","2.8","","87.6","","0.0","","87.6","","0","","22","","57","E"
"1994-10","1994","10","12.3","","4.8","","8.6","","21.1","","-1.3","","42.0","","0.0","T","42.0","","0","","1","","76","E"
"1994-11","1994","11","7.8","","-0.5","","3.7","","17.2","","-9.4","","103.6","","17.7","","123.3","","0","T","30","","82","E"
"1994-12","1994","12","0.4","","-7.8","","-3.7","","6.5","","-14.7","","41.2","","74.6","","111.3","","30","","32","","100","E"
"1995-01","1995","01","-2.1","","-9.1","","-5.6","","8.6","","-22.8","","50.1","","75.5","","117.0","","34","","18","","67","E"
"1995-02","1995","02","-4.1","","-14.4","","-9.2","","6.6","","-25.5","","14.6","","78.8","","82.6","","26","","13","E","128","E"
"1995-03","1995","03","0.2","","-7.1","","-3.4","","11.7","","-20.2","","10.9","","41.2","","45.3","","6","","2","E","63","E"
"1995-04","1995","04","5.9","","-3.0","","1.4","","14.4","","-13.6","","39.3","E","26.4","E","62.7","E","0","","30","E","85","E"
"1995-05","1995","05","12.2","","2.4","","7.3","","20.9","","-2.0","","44.7","","24.8","","69.7","","0","","4","E","63","E"
"1995-06","1995","06","20.3","","9.4","","14.9","","27.8","","1.9","","96.2","","0.0","","96.2","","0","","2","E","74","E"
"1995-07","1995","07","24.3","E","15.1","E","19.7","E","28.2","E","10.3","E","59.2","I","0.0","I","59.2","I","","","32","E","59","E"
"1995-08","1995","08","22.4","","12.3","","17.4","","31.6","S","6.5","S","59.3","","0.0","","59.3","","0","","35","E","85","E"
"1995-09","1995","09","17.6","","7.2","","12.4","","25.9","","2.1","","62.5","","0.0","","62.5","","0","","28","E","67","E"
"1995-10","1995","10","14.4","","6.6","","10.5","","20.9","","-1.2","","71.7","","0.0","T","71.7","","0","","23","E","76","E"
"1995-11","1995","11","6.2","","-1.1","","2.6","","15.5","","-10.0","","91.4","","6.8","","96.9","","0","T","12","E","83","E"
